,Company,Model,Price,Year,Kilometer,Transmission,Location,Color,Owner,Seller Type,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Base Model,Car Age,Age Segment,Price Segment,Engine CC,Max Power,Fuel_Diesel,Fuel_Hybrid,Fuel_LPG,Fuel_Petrol,Fuel_Petrol+CNG
949,Maruti Suzuki,Eeco 5 STR [2014-2019],320000,2015,64000,1,Ranchi,Blue,1,Individual,101.0,RWD,3675.0,1475.0,1800.0,5.0,40.0,Eeco 5,10,7–10 yrs,Low to Mid Range,1196,73.0,0,0,0,1,0
950,Maruti Suzuki,Baleno Zeta 1.2 AT,840000,2020,7000,2,Chennai,Maroon,1,Individual,115.0,FWD,3995.0,1745.0,1500.0,5.0,37.0,Baleno Zeta,5,4–6 yrs,Low to Mid Range,1197,83.0,0,0,0,1,0
951,Maruti Suzuki,Wagon R VXI,310000,2015,45000,1,Ranchi,Brown,1,Individual,90.0,FWD,3599.0,1495.0,1700.0,5.0,35.0,Wagon R,10,7–10 yrs,Low to Mid Range,998,67.0,0,0,0,1,0
952,Maruti Suzuki,Ertiga LXI,795000,2017,9000,1,Delhi,Grey,1,Individual,130.0,FWD,4296.0,1695.0,1685.0,7.0,45.0,Ertiga Lxi,8,7–10 yrs,Low to Mid Range,1373,94.0,0,0,0,1,0
953,Maruti Suzuki,Wagon R LXI CNG,310000,2015,67738,1,Delhi,White,2,Individual,77.0,FWD,3599.0,1495.0,1700.0,5.0,35.0,Wagon R,10,7–10 yrs,Low to Mid Range,998,58.0,0,0,0,0,0
954,Toyota,Glanza G,860000,2021,11030,1,Bangalore,Blue,1,Individual,113.0,FWD,3995.0,1745.0,1510.0,5.0,37.0,Glanza G,4,4–6 yrs,Low to Mid Range,1197,82.0,0,0,0,1,0
955,Hyundai,i10 Magna 1.2 Kappa2,390000,2015,49123,1,Patna,White,1,Individual,112.7619,FWD,3585.0,1595.0,1550.0,5.0,35.0,I10 Magna,10,7–10 yrs,Low to Mid Range,1197,79.0,0,0,0,1,0
956,Maruti Suzuki,Swift DZire LDI,520000,2018,46000,1,Bhubaneswar,White,1,Individual,190.0,FWD,3995.0,1695.0,1555.0,5.0,42.0,Swift Dzire,7,7–10 yrs,Low to Mid Range,1248,74.0,1,0,0,0,0
957,Maruti Suzuki,Vitara Brezza VDi (O) [2016-2018],675000,2018,64000,1,Lucknow,White,1,Individual,200.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,Vitara Brezza,7,7–10 yrs,Low to Mid Range,1248,89.0,1,0,0,0,0
958,Maruti Suzuki,S-Presso VXi,475000,2021,7942,1,Thane,Red,1,Individual,90.0,FWD,3565.0,1520.0,1564.0,5.0,27.0,S-Presso Vxi,4,4–6 yrs,Low to Mid Range,998,67.0,0,0,0,1,0
959,Maruti Suzuki,Alto 800 Lxi,265000,2017,52100,1,Lucknow,White,1,Individual,69.0,FWD,3395.0,1490.0,1475.0,5.0,35.0,Alto 800,8,7–10 yrs,Low to Mid Range,796,47.0,0,0,0,1,0
960,Skoda,Rapid Ambition 1.6 TDI CR MT,950000,2019,32809,1,Coimbatore,Silver,1,Individual,250.0,FWD,4386.0,1699.0,1466.0,5.0,55.0,Rapid Ambition,6,4–6 yrs,Low to Mid Range,1598,105.0,1,0,0,0,0
961,Toyota,Fortuner 3.0 4x2 AT,1750000,2014,101000,2,Jalandhar,White,1,Individual,360.0,RWD,4705.0,1840.0,1850.0,7.0,80.0,Fortuner 3.0,11,11–15 yrs,Low to Mid Range,2982,169.0,1,0,0,0,0
962,Audi,A3 35 TDI Premium Plus + Sunroof,2225000,2016,40500,2,Mumbai,White,1,Individual,320.0,FWD,4456.0,1796.0,1416.0,5.0,50.0,A3 35,9,7–10 yrs,Low to Mid Range,1968,141.0,1,0,0,0,0
963,Jeep,Compass Sport 1.4 Petrol,1748999,2021,25700,1,Karnal,Black,1,Corporate,250.0,FWD,4395.0,1818.0,1640.0,5.0,60.0,Compass Sport,4,4–6 yrs,Low to Mid Range,1368,160.0,0,0,0,1,0
964,Mercedes-Benz,M-Class ML 250 CDI,2250000,2014,85000,2,Delhi,White,2,Individual,500.0,AWD,4804.0,2141.0,1796.0,5.0,70.0,M-Class Ml,11,11–15 yrs,Low to Mid Range,2143,203.0,1,0,0,0,0
965,Hyundai,Elite i20 Asta 1.2 (O) [2016],690000,2017,17268,1,Nashik,Red,1,Individual,115.0,FWD,3985.0,1734.0,1505.0,5.0,45.0,Elite I20,8,7–10 yrs,Low to Mid Range,1197,82.0,0,0,0,1,0
966,Maruti Suzuki,Baleno Zeta 1.2,561000,2017,68000,1,Noida,Brown,1,Individual,115.0,FWD,3995.0,1745.0,1500.0,5.0,37.0,Baleno Zeta,8,7–10 yrs,Low to Mid Range,1197,83.0,0,0,0,1,0
967,Maruti Suzuki,Swift DZire VXI AT,595000,2017,44100,2,Mumbai,Silver,1,Corporate,115.0,FWD,3995.0,1695.0,1555.0,5.0,42.0,Swift Dzire,8,7–10 yrs,Low to Mid Range,1197,83.0,0,0,0,1,0
968,Hyundai,i20 Magna (O) 1.2,450000,2014,23000,1,Ahmedabad,Brown,1,Individual,113.796,FWD,3995.0,1710.0,1505.0,5.0,45.0,I20 Magna,11,11–15 yrs,Low to Mid Range,1197,83.0,0,0,0,1,0
969,Mercedes-Benz,GLE 250 d,4590000,2018,95786,2,Delhi,Black,1,Individual,500.0,AWD,4819.0,2141.0,1796.0,5.0,93.0,Gle 250,7,7–10 yrs,Low to Mid Range,2143,201.0,1,0,0,0,0
970,Audi,Q3 35 TDI Technology,2150000,2016,95401,2,Bangalore,Black,1,Individual,380.0,AWD,4385.0,1831.0,1608.0,5.0,64.0,Q3 35,9,7–10 yrs,Low to Mid Range,1968,174.0,1,0,0,0,0
971,Kia,Seltos GTX Plus 1.4 DCT,1850000,2020,7000,2,Bangalore,Black,1,Individual,242.0,FWD,4315.0,1800.0,1645.0,5.0,50.0,Seltos Gtx,5,4–6 yrs,Low to Mid Range,1353,138.0,0,0,0,1,0
972,Hyundai,Elantra SX (O) 2.0 AT,1175000,2017,24000,2,Mumbai,White,1,Individual,192.0,FWD,4620.0,1800.0,1465.0,5.0,50.0,Elantra Sx,8,7–10 yrs,Low to Mid Range,1999,150.0,0,0,0,1,0
973,Hyundai,Accent Executive,400000,2015,41273,1,Mumbai,White,1,Individual,125.0,FWD,4250.0,1670.0,1370.0,5.0,45.0,Accent Executive,10,7–10 yrs,Low to Mid Range,1495,94.0,0,0,0,1,0
974,Hyundai,Creta SX 1.6 CRDi,1100000,2018,65954,1,Pune,Red,1,Individual,260.0,FWD,4270.0,1780.0,1665.0,5.0,55.0,Creta Sx,7,7–10 yrs,Low to Mid Range,1582,126.0,1,0,0,0,0
975,Hyundai,i10 Sportz 1.2 Kappa2,395000,2016,28000,1,Mumbai,Maroon,1,Individual,112.7619,FWD,3585.0,1595.0,1550.0,5.0,35.0,I10 Sportz,9,7–10 yrs,Low to Mid Range,1197,79.0,0,0,0,1,0
976,Maruti Suzuki,S-Presso VXi Plus,425000,2021,38848,1,Panchkula,Silver,1,Individual,90.0,FWD,3565.0,1520.0,1564.0,5.0,27.0,S-Presso Vxi,4,4–6 yrs,Low to Mid Range,998,67.0,0,0,0,1,0
977,Toyota,Innova 2.4 ZX 7 STR [2016-2020],2190000,2017,30000,1,Chennai,Maroon,1,Individual,343.0,RWD,4735.0,1830.0,1795.0,7.0,55.0,Innova 2.4,8,7–10 yrs,Low to Mid Range,2393,148.0,1,0,0,0,0
978,Lexus,ES 300h Exquisite [2020-2021],4800000,2020,27000,2,Mumbai,Blue,1,Individual,221.0,FWD,4975.0,1865.0,1445.0,5.0,50.0,Es 300H,5,4–6 yrs,Low to Mid Range,2487,176.0,0,1,0,0,0
979,Maruti Suzuki,Swift DZire LXI (O),421000,2017,69000,1,Faridabad,Grey,1,Individual,115.0,FWD,3995.0,1695.0,1555.0,5.0,42.0,Swift Dzire,8,7–10 yrs,Low to Mid Range,1197,83.0,0,0,0,1,0
980,Hyundai,i20 Active 1.2 SX,560000,2016,22700,1,Mumbai,Red,1,Individual,115.0,FWD,3995.0,1760.0,1555.0,5.0,45.0,I20 Active,9,7–10 yrs,Low to Mid Range,1197,82.0,0,0,0,1,0
981,Audi,Q3 35 TDI quattro Technology,3250000,2019,41000,2,Hyderabad,White,2,Individual,380.0,AWD,4385.0,1831.0,1608.0,5.0,64.0,Q3 35,6,4–6 yrs,Low to Mid Range,1968,184.0,1,0,0,0,0
982,Mahindra,Scorpio S10,875000,2014,100000,1,Mumbai,Red,2,Individual,280.0,RWD,4456.0,1820.0,1995.0,8.0,60.0,Scorpio S10,11,11–15 yrs,Low to Mid Range,2179,120.0,1,0,0,0,0
983,Maruti Suzuki,Ciaz Alpha 1.4 MT,899000,2018,13066,1,Bangalore,Grey,1,Individual,130.0,FWD,4490.0,1730.0,1485.0,5.0,43.0,Ciaz Alpha,7,7–10 yrs,Low to Mid Range,1373,91.0,0,0,0,1,0
984,Renault,Duster 85 PS RxL,425000,2015,75000,1,Kanpur,Black,1,Individual,200.0,FWD,4315.0,1822.0,1695.0,5.0,50.0,Duster 85,10,7–10 yrs,Low to Mid Range,1461,84.0,1,0,0,0,0
985,Maruti Suzuki,S-Presso VXi (O),425000,2019,53241,1,Mirzapur,Grey,1,Individual,90.0,FWD,3565.0,1520.0,1564.0,5.0,27.0,S-Presso Vxi,6,4–6 yrs,Low to Mid Range,998,67.0,0,0,0,1,0
986,MINI,Countryman Cooper S JCW Inspired,3875000,2021,12000,2,Delhi,Green,1,Individual,280.0,FWD,4299.0,1822.0,1557.0,5.0,47.0,Countryman Cooper,4,4–6 yrs,Low to Mid Range,1998,189.0,0,0,0,1,0
987,Honda,City 1.5 S MT,500000,2013,65000,1,Chennai,Brown,1,Individual,146.0,FWD,4440.0,1695.0,1485.0,5.0,42.0,City 1.5,12,11–15 yrs,Low to Mid Range,1497,116.0,0,0,0,1,0
988,Toyota,Fortuner 3.0 4x2 MT,1225000,2012,97000,1,Jalandhar,White,2,Individual,343.0,RWD,4705.0,1840.0,1850.0,7.0,80.0,Fortuner 3.0,13,11–15 yrs,Low to Mid Range,2982,169.0,1,0,0,0,0
989,Toyota,Innova 2.7 ZX AT 7 STR,1789999,2017,49000,2,Delhi,Maroon,2,Individual,245.0,RWD,4735.0,1830.0,1795.0,7.0,65.0,Innova 2.7,8,7–10 yrs,Low to Mid Range,2694,164.0,0,0,0,1,0
990,Hyundai,Eon 1.0 Kappa Magna + [2014-2016],240000,2013,64000,1,Faizabad,White,1,Individual,94.0,FWD,3515.0,1500.0,1510.0,5.0,32.0,Eon 1.0,12,11–15 yrs,Low to Mid Range,998,68.0,0,0,0,1,0
991,Honda,Amaze 1.5 VX i-DTEC,935000,2019,56000,1,Hyderabad,White,1,Individual,200.0,FWD,3990.0,1680.0,1505.0,5.0,35.0,Amaze 1.5,6,4–6 yrs,Low to Mid Range,1498,99.0,1,0,0,0,0
992,Maruti Suzuki,Baleno Alpha Automatic,775000,2018,39000,2,Mumbai,Red,1,Individual,113.0,FWD,3995.0,1745.0,1510.0,5.0,37.0,Baleno Alpha,7,7–10 yrs,Low to Mid Range,1197,82.0,0,0,0,1,0
993,Mahindra,Scorpio S4 1.99 [2016-2017],950000,2017,55000,1,Patna,White,2,Individual,280.0,RWD,4456.0,1820.0,1995.0,8.0,60.0,Scorpio S4,8,7–10 yrs,Low to Mid Range,1997,120.0,1,0,0,0,0
994,Hyundai,Grand i10 Magna AT 1.2 Kappa VTVT,549000,2018,53000,2,Hyderabad,White,2,Individual,114.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,Grand I10,7,7–10 yrs,Low to Mid Range,1197,81.0,0,0,0,1,0
995,Maruti Suzuki,Eeco 5 STR WITH A/C+HTR CNG [2017-2019],645000,2021,1374,1,Mumbai,Grey,1,Individual,101.0,RWD,3675.0,1475.0,1800.0,5.0,40.0,Eeco 5,4,4–6 yrs,Low to Mid Range,1196,73.0,0,0,0,0,0
996,Mercedes-Benz,C-Class C 220d Progressive [2018-2019],3400000,2018,68000,2,Hyderabad,White,1,Individual,400.0,RWD,4686.0,1810.0,1442.0,5.0,66.0,C-Class C,7,7–10 yrs,Low to Mid Range,1950,192.0,1,0,0,0,0
997,Hyundai,Elite i20 Sportz 1.2 [2016-2017],645000,2019,35000,1,Mumbai,Grey,1,Individual,115.0,FWD,3985.0,1734.0,1505.0,5.0,45.0,Elite I20,6,4–6 yrs,Low to Mid Range,1197,82.0,0,0,0,1,0
998,BMW,5-Series 520d M Sport,2600000,2016,39000,2,Delhi,White,1,Individual,400.0,RWD,4899.0,2094.0,1464.0,5.0,65.0,5-Series 520D,9,7–10 yrs,Low to Mid Range,1995,190.0,1,0,0,0,0
999,Audi,A4 2.0 TDI (177bhp) Premium,1375000,2011,62000,2,Chennai,White,1,Individual,380.0,FWD,4701.0,1826.0,1427.0,5.0,63.0,A4 2.0,14,11–15 yrs,Low to Mid Range,1968,177.0,1,0,0,0,0
1000,Honda,City V CVT Petrol [2017-2019],1340000,2021,11000,2,Mumbai,Black,1,Individual,145.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,City V,4,4–6 yrs,Low to Mid Range,1497,117.0,0,0,0,1,0
1001,Maruti Suzuki,Swift ZXi Plus [2018-2019],840000,2020,11000,1,Bangalore,White,1,Individual,113.0,FWD,3840.0,1735.0,1530.0,5.0,37.0,Swift Zxi,5,4–6 yrs,Low to Mid Range,1197,82.0,0,0,0,1,0
1002,Maruti Suzuki,Swift DZire VXI,525000,2014,102000,1,Salem,Grey,2,Individual,114.0,FWD,3995.0,1695.0,1555.0,5.0,42.0,Swift Dzire,11,11–15 yrs,Low to Mid Range,1197,85.0,0,0,0,1,0
1003,Maruti Suzuki,Eeco 7 STR STD (O),625000,2022,7000,1,Hyderabad,Grey,1,Individual,98.0,RWD,3675.0,1475.0,1825.0,7.0,40.0,Eeco 7,3,0–3 yrs,Low to Mid Range,1196,72.0,0,0,0,1,0
1004,Hyundai,Eon Sportz,215000,2012,20000,1,Mumbai,Grey,1,Individual,75.0,FWD,3495.0,1550.0,1500.0,5.0,32.0,Eon Sportz,13,11–15 yrs,Low to Mid Range,814,55.0,0,0,0,1,0
1005,Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],595000,2019,25000,1,Hyderabad,Silver,1,Individual,114.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,Grand I10,6,4–6 yrs,Low to Mid Range,1197,81.0,0,0,0,1,0
1006,Audi,A4 Premium Plus 40 TFSI,4150000,2022,22000,2,Delhi,White,1,Individual,320.0,FWD,4762.0,1847.0,1433.0,5.0,54.0,A4 Premium,3,0–3 yrs,Low to Mid Range,1984,188.0,0,0,0,1,0
1007,Maruti Suzuki,Swift VDi,750000,2018,65000,1,Hyderabad,Blue,1,Individual,190.0,FWD,3840.0,1735.0,1530.0,5.0,37.0,Swift Vdi,7,7–10 yrs,Low to Mid Range,1248,74.0,1,0,0,0,0
1008,Ford,Ecosport Titanium 1.5 Ti-VCT,550000,2013,47000,1,Indore,Black,1,Individual,140.0,FWD,3999.0,1765.0,1708.0,5.0,52.0,Ecosport Titanium,12,11–15 yrs,Low to Mid Range,1499,109.0,0,0,0,1,0
1009,Renault,Duster 110 PS RXZ 4X2 MT Diesel,450000,2016,2000000,1,Ranchi,White,1,Individual,248.0,FWD,4315.0,1822.0,1695.0,5.0,50.0,Duster 110,9,7–10 yrs,Low to Mid Range,1461,108.0,1,0,0,0,0
1010,Jaguar,XE Prestige Diesel,2700000,2018,45545,2,Chandigarh,Red,2,Individual,430.0,RWD,4795.0,1967.0,1416.0,5.0,56.0,Xe Prestige,7,7–10 yrs,Low to Mid Range,1999,177.0,1,0,0,0,0
1011,Mercedes-Benz,GLE 350 d,6150000,2018,18000,2,Chandigarh,Black,1,Individual,620.0,AWD,4819.0,2141.0,1796.0,5.0,93.0,Gle 350,7,7–10 yrs,High Range,2987,255.0,1,0,0,0,0
1012,Volkswagen,Polo Comfortline 1.2L (P),565000,2014,72782,1,Bangalore,Grey,1,Individual,110.0,FWD,3970.0,1682.0,1453.0,5.0,45.0,Polo Comfortline,11,11–15 yrs,Low to Mid Range,1198,74.0,0,0,0,1,0
1013,Maruti Suzuki,Alto VXi [2014-2019],369000,2017,16800,1,Mumbai,Grey,1,Individual,90.0,FWD,3545.0,1490.0,1475.0,5.0,35.0,Alto Vxi,8,7–10 yrs,Low to Mid Range,998,67.0,0,0,0,1,0
1014,Toyota,Yaris V CVT,1090000,2019,40900,2,Pune,Red,1,Corporate,140.0,FWD,4425.0,1730.0,1495.0,5.0,42.0,Yaris V,6,4–6 yrs,Low to Mid Range,1496,106.0,0,0,0,1,0
1015,Honda,WR-V VX MT Petrol,580000,2017,39000,1,Guwahati,White,1,Corporate,110.0,FWD,3999.0,1734.0,1601.0,5.0,40.0,Wr-V Vx,8,7–10 yrs,Low to Mid Range,1199,89.0,0,0,0,1,0
1016,BMW,X1 sDrive20d xLine,2199000,2016,77000,2,Surat,Black,1,Individual,350.0,RWD,4454.0,2044.0,1545.0,5.0,63.0,X1 Sdrive20D,9,7–10 yrs,Low to Mid Range,1995,184.0,1,0,0,0,0
1017,Mahindra,Scorpio S11 2WD 7 STR,1251000,2018,120000,1,Ranchi,Black,2,Individual,320.0,RWD,4456.0,1820.0,1995.0,7.0,60.0,Scorpio S11,7,7–10 yrs,Low to Mid Range,2179,140.0,1,0,0,0,0
1018,Honda,Amaze 1.2 SX i-VTEC,540000,2017,38700,1,Meerut,Maroon,1,Individual,109.0,FWD,3990.0,1680.0,1505.0,5.0,35.0,Amaze 1.2,8,7–10 yrs,Low to Mid Range,1198,87.0,0,0,0,1,0
1019,Maruti Suzuki,XL6 Zeta MT Petrol,1245000,2021,7239,1,Udupi,White,1,Individual,138.0,FWD,4445.0,1775.0,1700.0,6.0,45.0,Xl6 Zeta,4,4–6 yrs,Low to Mid Range,1462,103.0,0,0,0,1,0
1020,BMW,3-Series 330i M Sport Edition,4749000,2020,14000,2,Mumbai,White,1,Individual,350.0,RWD,4633.0,1811.0,1429.0,5.0,57.0,3-Series 330I,5,4–6 yrs,Low to Mid Range,1998,248.0,0,0,0,1,0
1021,Hyundai,Grand i10 Sports Edition 1.2L Kappa VTVT,365000,2014,76000,1,Ernakulam,White,1,Individual,114.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,Grand I10,11,11–15 yrs,Low to Mid Range,1197,81.0,0,0,0,1,0
1022,BMW,2 Series Gran Coupe 220d M Sport [2020-2021],4300000,2020,11000,2,Pune,Blue,1,Individual,400.0,FWD,4526.0,1800.0,1420.0,5.0,50.0,2 Series,5,4–6 yrs,Low to Mid Range,1995,188.0,1,0,0,0,0
1023,Maruti Suzuki,Vitara Brezza VDi,825000,2019,81300,1,Ludhiana,White,1,Individual,200.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,Vitara Brezza,6,4–6 yrs,Low to Mid Range,1248,89.0,1,0,0,0,0
1024,Volkswagen,Polo GT TDI,325000,2013,76000,1,Lucknow,White,1,Individual,250.0,FWD,3970.0,1682.0,1453.0,5.0,45.0,Polo Gt,12,11–15 yrs,Low to Mid Range,1598,103.0,1,0,0,0,0
1025,Tata,Tiago Revotron XM (O) [2016-2019],400000,2018,91460,1,Kanpur,Black,1,Individual,114.0,FWD,3746.0,1647.0,1535.0,5.0,35.0,Tiago Revotron,7,7–10 yrs,Low to Mid Range,1199,84.0,0,0,0,1,0
1026,Land Rover,Evoque HSE Dynamic,3600000,2018,45000,2,Delhi,Blue,1,Individual,430.0,AWD,4360.0,2120.0,1635.0,5.0,57.0,Evoque Hse,7,7–10 yrs,Low to Mid Range,1999,177.0,1,0,0,0,0
1027,Mahindra,Scorpio LX BS-IV,671000,2013,47000,1,Patna,White,1,Individual,290.0,RWD,4430.0,1817.0,1975.0,8.0,60.0,Scorpio Lx,12,11–15 yrs,Low to Mid Range,2179,120.0,1,0,0,0,0
1028,Mercedes-Benz,GLC 220 d Progressive,3400000,2018,50000,2,Delhi,Blue,1,Individual,400.0,AWD,4656.0,1890.0,1639.0,5.0,66.0,Glc 220,7,7–10 yrs,Low to Mid Range,2143,168.0,1,0,0,0,0
1029,Volkswagen,Vento Highline Plus 1.2 (P) AT 16 Alloy,775000,2017,60500,2,Surat,White,1,Individual,175.0,FWD,4390.0,1699.0,1467.0,5.0,55.0,Vento Highline,8,7–10 yrs,Low to Mid Range,1197,103.0,0,0,0,1,0
1030,Mercedes-Benz,M-Class 350 CDI,2150000,2014,81000,2,Ahmedabad,Grey,1,Individual,535.0,AWD,4781.0,1911.0,1774.0,5.0,95.0,M-Class 350,11,11–15 yrs,Low to Mid Range,2987,234.0,1,0,0,0,0
1031,MINI,Cooper D 5 Door,3590000,2020,19759,2,Coimbatore,Blue,1,Individual,270.0,FWD,3982.0,1727.0,1425.0,5.0,44.0,Cooper D,5,4–6 yrs,Low to Mid Range,1496,114.0,1,0,0,0,0
1032,Toyota,Corolla Altis 1.8 G,375000,2011,77000,1,Faridabad,Silver,1,Individual,170.0,FWD,4540.0,1760.0,1480.0,5.0,55.0,Corolla Altis,14,11–15 yrs,Low to Mid Range,1794,132.0,0,0,0,1,0
1033,Hyundai,Verna Fluidic 1.6 VTVT SX AT,645000,2015,58200,2,Mumbai,Silver,1,Individual,158.0,FWD,4370.0,1700.0,1475.0,5.0,43.0,Verna Fluidic,10,7–10 yrs,Low to Mid Range,1591,121.0,0,0,0,1,0
1034,Toyota,Vellfire Hybrid,11500000,2022,4000,2,Delhi,Black,1,Individual,198.0,AWD,4935.0,1850.0,1895.0,7.0,58.0,Vellfire Hybrid,3,0–3 yrs,Luxury,2494,115.0,0,1,0,0,0
1035,Maruti Suzuki,Celerio ZXi,509999,2015,42000,1,Bangalore,White,1,Individual,90.0,FWD,3600.0,1600.0,1560.0,5.0,35.0,Celerio Zxi,10,7–10 yrs,Low to Mid Range,998,67.0,0,0,0,1,0
1036,Hyundai,Elantra 1.8 SX AT,545000,2013,63000,2,Mumbai,Silver,1,Individual,177.0,FWD,4530.0,1775.0,1470.0,5.0,56.0,Elantra 1.8,12,11–15 yrs,Low to Mid Range,1797,147.0,0,0,0,1,0
1037,Honda,City V,835000,2018,42855,1,Pune,Brown,1,Individual,145.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,City V,7,7–10 yrs,Low to Mid Range,1497,117.0,0,0,0,1,0
1038,Renault,Duster 85 PS RXS 4X2 MT Diesel,960000,2018,24000,1,Bangalore,Brown,1,Individual,200.0,FWD,4315.0,1822.0,1695.0,5.0,50.0,Duster 85,7,7–10 yrs,Low to Mid Range,1461,84.0,1,0,0,0,0
1039,Maruti Suzuki,Celerio VXi [2019-2020],540000,2019,34000,1,Chennai,White,1,Individual,90.0,FWD,3695.0,1600.0,1560.0,5.0,35.0,Celerio Vxi,6,4–6 yrs,Low to Mid Range,998,67.0,0,0,0,1,0
1040,Kia,Seltos HTK Plus 1.5 iMT,1475000,2022,9500,1,Delhi,White,1,Individual,144.0,FWD,4315.0,1800.0,1637.0,5.0,50.0,Seltos Htk,3,0–3 yrs,Low to Mid Range,1497,113.0,0,0,0,1,0
1041,Jaguar,XJ 3.0 V6 Portfolio,3600000,2014,32000,2,Pune,Brown,2,Individual,600.0,RWD,5252.0,1899.0,1457.0,5.0,83.0,Xj 3.0,11,11–15 yrs,Low to Mid Range,2993,271.0,1,0,0,0,0
1042,Hyundai,Verna 1.6 CRDI SX (O),1175000,2018,97000,1,Jaipur,White,1,Individual,260.0,FWD,4375.0,1700.0,1475.0,5.0,43.0,Verna 1.6,7,7–10 yrs,Low to Mid Range,1582,126.0,1,0,0,0,0
1043,Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,475000,2014,72900,2,Mumbai,Blue,2,Individual,158.0,FWD,4370.0,1700.0,1475.0,5.0,43.0,Verna Fluidic,11,11–15 yrs,Low to Mid Range,1591,121.0,0,0,0,1,0
1044,Audi,Q8 Celebration,9900000,2021,28000,2,Hyderabad,Silver,1,Individual,500.0,AWD,4986.0,1995.0,1705.0,5.0,85.0,Q8 Celebration,4,4–6 yrs,High Range,2995,335.0,0,0,0,1,0
1045,Maruti Suzuki,Swift LXi,650000,2022,6000,1,Delhi,White,1,Individual,113.0,FWD,3845.0,1735.0,1530.0,5.0,37.0,Swift Lxi,3,0–3 yrs,Low to Mid Range,1197,89.0,0,0,0,1,0
1046,BMW,X4 xDrive30d M Sport X [2019-2020],6100000,2021,24500,2,Mumbai,Red,1,Corporate,620.0,AWD,4752.0,1918.0,1621.0,5.0,68.0,X4 Xdrive30D,4,4–6 yrs,High Range,2993,260.0,1,0,0,0,0
1047,Hyundai,i10 Sportz 1.2 AT Kappa2,370000,2013,41000,2,Pune,White,1,Individual,112.7619,FWD,3585.0,1595.0,1550.0,5.0,35.0,I10 Sportz,12,11–15 yrs,Low to Mid Range,1197,79.0,0,0,0,1,0
1048,Honda,City VX (O) MT BL,875000,2018,50000,1,Patna,Silver,1,Individual,145.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,City Vx,7,7–10 yrs,Low to Mid Range,1497,117.0,0,0,0,1,0
1049,Maruti Suzuki,DZire VDi AMT,695000,2018,66000,2,Warangal,Red,1,Individual,190.0,FWD,3995.0,1735.0,1515.0,5.0,37.0,Dzire Vdi,7,7–10 yrs,Low to Mid Range,1248,74.0,1,0,0,0,0
1050,Tata,Harrier XZA Plus,2275000,2022,38000,2,Mumbai,Black,1,Individual,350.0,FWD,4598.0,1894.0,1706.0,5.0,50.0,Harrier Xza,3,0–3 yrs,Low to Mid Range,1956,168.0,1,0,0,0,0
1051,Jeep,Compass Model S (O) 1.4 Petrol DCT,2700000,2021,17000,2,Delhi,Blue,1,Individual,250.0,FWD,4405.0,1818.0,1640.0,5.0,60.0,Compass Model,4,4–6 yrs,Low to Mid Range,1368,161.0,0,0,0,1,0
1052,Hyundai,Verna Fluidic 1.6 CRDi SX,545000,2014,74000,1,Mohali,Grey,1,Individual,260.0,FWD,4370.0,1700.0,1475.0,5.0,43.0,Verna Fluidic,11,11–15 yrs,Low to Mid Range,1582,126.0,1,0,0,0,0
1053,Skoda,Rapid Style 1.6 MPI AT,1099000,2018,20690,2,Bangalore,Red,1,Individual,153.0,FWD,4413.0,1699.0,1466.0,5.0,55.0,Rapid Style,7,7–10 yrs,Low to Mid Range,1598,104.0,0,0,0,1,0
1054,Hyundai,Verna 1.6 CRDI SX,1125000,2019,40000,1,Ludhiana,White,1,Individual,260.0,FWD,4375.0,1700.0,1475.0,5.0,43.0,Verna 1.6,6,4–6 yrs,Low to Mid Range,1582,126.0,1,0,0,0,0
1055,Hyundai,Creta 1.6 SX Plus AT Petrol,1299000,2018,50000,2,Mumbai,White,1,Individual,154.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,Creta 1.6,7,7–10 yrs,Low to Mid Range,1591,122.0,0,0,0,1,0
1056,BMW,X6 xDrive40i M Sport,10800000,2021,20000,2,Chandigarh,Red,1,Individual,450.0,AWD,4935.0,2004.0,1696.0,5.0,83.0,X6 Xdrive40I,4,4–6 yrs,Luxury,2998,335.0,0,0,0,1,0
1057,Maruti Suzuki,XL6 Alpha AT Petrol,1190000,2020,47248,2,Jaipur,Blue,1,Individual,138.0,FWD,4445.0,1775.0,1700.0,6.0,45.0,Xl6 Alpha,5,4–6 yrs,Low to Mid Range,1462,103.0,0,0,0,1,0
1058,Tata,Tigor XZA Plus,795000,2021,9000,2,Pune,Brown,1,Individual,113.0,FWD,3993.0,1677.0,1532.0,5.0,35.0,Tigor Xza,4,4–6 yrs,Low to Mid Range,1199,84.0,0,0,0,1,0
